"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CTGC75CE","conferencePaper","2016","Mocanu, Bogdan; Mureean, Vlad; Mocanu, Mariana; Cristea, Valentin","Cloud live streaming System based on Auto-adaptive Overlay for Cyber Physical Infrastructure","Proceedings of the Third International Workshop on Adaptive Resource Management and Scheduling for Cloud Computing","978-1-4503-4227-8","","10.1145/2962564.2962571","https://doi.org/10.1145/2962564.2962571","According to Mark Zuckerberg's speech, at the Samsung S7 launch in February 2016, the age of massive data streaming, especially massive video streaming, is here. At the beginning of the year 2000, most people used to share and search almost only text. Then, they started to be interested in sharing and searching images and, in the latter years, videos with different formats and resolutions.One of the emerging technologies of this decade is Virtual Reality (VR) through which people can share resources in a more exciting and enjoyable manner. If a decade ago people used to only read about how to do things, now they see it being done in videos. Expectations are that, in the not so distant future, they will be able to visualize and experience it through the power of VR. But, new technologies come with new challenges. Video streaming, especially for VR, generates a great amount of data. Techniques used until now need to evolve or lead the way for better ones. Centralized approaches for big data live streaming are no longer appropriate. Peer-to-Peer networks are more suitable due to their decentralized nature and auto-adaptive property.The aim of this paper is to analyze and evaluate the performances of the SPIDER Peer-to-Peer Overlay in the context of live video streaming for two Cloud use cases. The first scenario entitled CyberWater aims to create an e-platform for sustainable water resources with a high focus on pollution phenomena. The second scenario, called ClueFarm, is a Cloud service-based system for quality business development in the farming sector.The experimental results presented in this paper focus on the amount of bandwidth needed in booth test scenarios and emphasize the advantages of the SPIDER Peer-to-Peer Overlay.","2016","2025-11-07 06:52:27","2025-11-07 06:52:27","","52–58","","","","","","","ARMS-CC'16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Chicago, IL, USA","","","","Auto-adaptive systems; Bio-inspired systems; Cloud systems; Cyber Physical Infrastructure; Live streaming; Peer-to-Peer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EPRFKQT","conferencePaper","2023","wuyun, bagen; cui, yiguo; jiao, rui; wei, zhuorao; chen, yi; lu, li","Study on the Effect of Virtual Landscape on Stress Relief of College Students","Proceedings of the 2023 3rd International Conference on Bioinformatics and Intelligent Computing","979-8-4007-0020-0","","10.1145/3592686.3592712","https://doi.org/10.1145/3592686.3592712","Psychological health problems of university students have been increasingly serious in recent years, which has gradually become a major focus of healing landscape design. But virtual landscapes emerge as urbanization intensifies and the limited land area makes nature increasingly far away from people in the city. 20 high-pressure university students were selected to test their stress relief in virtual landscape environment by using VR equipment and portable heart rate detection equipment under the guidance of attention-recovery theory. Results show: (1) most of the participants in the virtual landscape show a more relaxed and natural mood and a certain degree of stress relief; (2) they indicate that vision is the most important of the five sensory experiences in the virtual landscape experience; (3) among the virtual landscapes, the choice of time period also affects the release of emotional pressure and is optimal in the early morning and evening.","2023","2025-11-07 06:52:27","2025-11-07 06:52:27","","140–146","","","","","","","BIC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sanya, China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RU5QBS8C","conferencePaper","2024","Wienrich, Carolin; Vogt, Stephanie; Döllinger, Nina; Obremski, David","Promoting Eco-Friendly Behaviour through Virtual Reality - Implementation and Evaluation of Immersive Feedback Conditions of a Virtual CO2 Calculator","Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems","979-8-4007-0330-0","","10.1145/3613904.3642957","https://doi.org/10.1145/3613904.3642957","Climate change is one of the most pressing global challenges in the 21st century. Urgent actions favoring the environment’s well-being are essential to mitigate its potentially irreversible consequences. However, the delayed and often distant nature of the effects of sustainable behavior makes it challenging for individuals to connect with the issue personally. Immersive media are an opportunity to introduce innovative feedback mechanisms to highlight the urgency of behavior effects. We introduce a VR carbon calculator that visualizes users’ annual carbon footprint as CO2-filled balloons over multiple periods. In a 2 × 2 design, participants calculated and visualized their carbon footprint numerically or as balloons over one or three years. We found no effect of our visualization but a significant impact of the visualized period on participants’ environmental self-efficacy. These findings emphasize the importance of target-oriented design in VR behavior interventions.","2024","2025-11-07 06:52:27","2025-11-07 06:52:27","","","","","","","","","CHI '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Honolulu, HI, USA","","","","Virtual reality; intention-behavior gap; pro-environmental behavior.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQAAC3JD","conferencePaper","2024","Graf, Linda; Emmerich, Katharina; Liszio, Stefan; Masuch, Maic","The Impact of Emotional Virtual Characters on Emotional State and Player Experience in VR Horror Games","Proceedings of the 19th International Conference on the Foundations of Digital Games","979-8-4007-0955-5","","10.1145/3649921.3649942","https://doi.org/10.1145/3649921.3649942","The presence of virtual characters in digital games influences players’ experiences; however, the specific impact of various emotional states exhibited by these characters remains unclear. Theories like Emotional Contagion and Emotional Similarity seek to elucidate how the emotions of others affect our own: We might let the emotional state of others infect us, or our emotions may be intensified when others exhibit similar feelings. In the gaming context, we pondered: What impact does playing a horror game alongside a confident virtual character, compared to an anxious one, have on players’ emotional states and experiences? We conducted a lab study with 69 participants and compared a VR horror game played with either a confident or anxious virtual character or alone. Horror games were chosen for their ability to evoke intense emotions, like fear. Our results show that participants could accurately recognize the emotional states portrayed by the virtual character. The horror game significantly increased fear and positive affect, according to the nature of this genre. Not in line with expectations, there was no significant difference between groups regarding player experience and emotional state. We discuss these findings and explore implications for emotional virtual characters within and beyond gaming contexts.","2024","2025-11-07 06:52:27","2025-11-07 06:52:27","","","","","","","","","FDG '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Worcester, MA, USA","","","","Affect; Virtual Reality; Emotional Virtual Agents; Emotions; Game Companions; NPC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MB4SDVAT","conferencePaper","2019","Ólafsdóttir, Helga Margrét; Ómarsdóttir, Edit; Sæland, Hafdís; Vilhjálmsson, Hannes Högni","Work in Progress Report: Virtual Courtroom to Prepare Victims of Sex Crimes for Court Proceedings","Proceedings of the 19th ACM International Conference on Intelligent Virtual Agents","978-1-4503-6672-4","","10.1145/3308532.3329422","https://doi.org/10.1145/3308532.3329422","Sex crimes and aggravated assaults are some of the most difficult cases to be tried in court, especially for the victims that need to take the witness stand in the presence of the accused, the judge and other participants of the proceedings. Victims are already strained by the nature of their situation, and the additional burden of needing to face their alleged perpetrator again under unfamiliar circumstances and become the focus of everyone's attention, can become overwhelming and cause severe anxiety. Today, courtrooms are sketched on paper to prepare the victims, e.g. by showing them a seating arrangement, but the effectiveness of this method has been questioned. Therefore, an ongoing pilot project, in close collaboration with the police, the court system and psychologists working with young victims of sexual assault, is exploring the use of an interactive court proceedings simulation in VR. The simulation involves a recreation of the exact location of the planned proceedings, as well as some of the social factors, using virtual humans. This extended abstract describes work in progress, focusing on the motivation for doing this, why this might be an effective approach, and a working prototype.","2019","2025-11-07 06:52:27","2025-11-07 06:52:27","","170–172","","","","","","","IVA '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Paris, France","","","","virtual reality; anxiety; sex crime victim; simulated courtroom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8HXHI2X","conferencePaper","2017","Bushouse, Micah; Ahn, Sanghyun; Reeves, Douglas","Arav: monitoring a cloud's virtual routers","Proceedings of the 12th Annual Conference on Cyber and Information Security Research","978-1-4503-4855-3","","10.1145/3064814.3064829","https://doi.org/10.1145/3064814.3064829","Virtual Routers (VRs) are increasingly common in cloud environments. VRs route traffic between network segments and support network services. Routers, including VRs, have been the target of several recent high-profile attacks, emphasizing the need for more security measures, including security monitoring. However, existing agent-based monitoring systems are incompatible with a VR's temporary nature, stripped-down operating system, and placement in the cloud. As a result, VRs are often not monitored, leading to undetected security incidents.This paper proposes a new security monitoring design that leverages virtualization instead of in-guest agents. Its hypervisor-based system, Arav, scrutinizes VRs by novel application of Virtual Machine Introspection (VMI) breakpoint injection. Arav monitored and addressed security-related events in two common VRs, pfSense and VyOS, and detected four attacks against two popular VR services, Quagga and OpenVPN. Arav's performance overhead is negligible, less than 0.63%, demonstrating VMI's utility in monitoring virtual machines unsuitable for traditional security monitoring.","2017","2025-11-07 06:52:27","2025-11-07 06:52:27","","","","","","","","","CISRC '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Oak Ridge, Tennessee, USA","","","","cloud security; virtual machine introspection; virtual routers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JSJAQDT","conferencePaper","2025","Wei, Shu; El Ali, Abdallah; Cesar, Pablo; Freeman, Daniel; Rovira, Aitor","Physiological Responses to Affective Virtual Coach Design in a VR Fear of Heights Consultation","Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","979-8-4007-1395-8","","10.1145/3706599.3719715","https://doi.org/10.1145/3706599.3719715","Virtual coaches in virtual reality (VR) offer scalable mental health treatment without an on-site therapist, yet their impact on psychophysiological responses remains unclear. We examine how VR content and coach design influence physiological measures, such as heart rate (HR) and electrodermal activity (EDA), in a therapeutic setting. 120 participants with a fear of heights interacted with a virtual coach that varied in facial warmth (with/without) and affirmative nods (with/without) during a virtual consultation, followed by a virtual height exposure. Physiological responses were recorded. Virtual heights exposure elicited significantly higher HR (p &lt; 0.001, r = 0.347) and EDA (p = 0.003, r = 0.292), but also increased heart rate variability (HRV, p = 0.005, r = 0.272) compared to the VR consultation. Warm facial expressions increased EDA peak amplitudes (( p = 0.043, eta _p^2 = 0.574)) during the consultation and raised HRV during height exposure (( p = 0.036, eta _p^2 = 0.041)). This study highlights VR coach design’s impact on physiological responses, emphasising the need for thoughtful emotional design to enhance therapeutic outcomes in automated VR therapies.","2025","2025-11-07 06:52:40","2025-11-07 06:52:40","","","","","","","","","CHI EA '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Virtual Reality (VR); Agent; Mental Health; Physiological Data; Psychotherapy; Virtual Coach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBK7YGPY","conferencePaper","2022","Wang, Szu-Yun; Liu, Yiding; Bang, Hyeonseok; Kim, Minjee; Raiti, John","Stress Management through a Neuro and Biofeedback Meditation Virtual Reality Application","Proceedings of the 15th International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-9631-8","","10.1145/3529190.3534789","https://doi.org/10.1145/3529190.3534789","Globally, an estimated 284 million people experienced an anxiety disorder in 2017, making it the most common mental health issue worldwide[4]. Studies have shown that mindful meditation can help ease psychological stresses like anxiety, depression, and pain.[2]. However, many people find it either hard to establish as a habit or have trouble learning the right way or feel that they cannot experience the benefits [5]. Therefore, we developed a neuro and biofeedback meditation virtual reality application and heart rate band to make meditation fun, measurable, and personalized. By implementing data such as heart rate variability and alpha wave, users can get feedback on their daily stress level and interact with the virtual environment based on their level of relaxation though the meditation.","2022","2025-11-07 06:52:40","2025-11-07 06:52:40","","325–326","","","","","","","PETRA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Corfu, Greece","","","","Virtual Reality; Data Signal Processing; Human computer interaction (HCI); Mediation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMIACRC2","conferencePaper","2023","Ameta, Durgesh; Garg, Ankita; Kumar, Parveen; Behera, Laxmidhar; Dutt, Varun","Evaluating the Effectiveness of Mantra Meditation in a 360 Virtual Reality Environment","Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments","979-8-4007-0069-9","","10.1145/3594806.3596587","https://doi.org/10.1145/3594806.3596587","Exercises like meditation assist people in developing their focus, awareness, and emotional stability. Virtual reality (VR) may help meditation practitioners as they frequently struggle to focus or concentrate for various reasons. Of many such studies exploring the usability of VR for meditation, none has tested VR on Audible mantram repetition (AuMR). We recruited ten subjects to perform a ten-minute mantram meditation task. During meditation, practitioners observe an immersive 360 virtual reality (VR) environment. The heart rate variability (HRV) and electroencephalogram (EEG) signals, as well as administered questionnaires (DASS-21, PANAS, and MEDEQ) and psychometric tests (N-back and Stroop task), were measured before and after the meditation to assess changes in the subject’s mental state and cognitive abilities. The results indicated a significant difference in all HRV parameters, increased frontal and temporal theta power of EEG signals, higher accuracy of the aforementioned psychometric tests, and decreased psychological aspects such as stress, anxiety, and depression. Therefore, it can be concluded that there is a positive change in the participants’ overall mental state and cognitive abilities following meditation in a virtual environment. We discuss the implications of using mantra meditation as a cognitive enhancement.","2023","2025-11-07 06:52:40","2025-11-07 06:52:40","","766–772","","","","","","","PETRA '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Corfu, Greece","","","","physiological signals; 360 Virtual reality; human-computer interface; mantra meditation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JU36L8IQ","conferencePaper","2025","Nasri, Mahsa","Towards Intelligent VR Training: A Physiological Adaptation Framework for Cognitive Load and Stress Detection","Proceedings of the 33rd ACM Conference on User Modeling, Adaptation and Personalization","979-8-4007-1313-2","","10.1145/3699682.3727575","https://doi.org/10.1145/3699682.3727575","Adaptive Virtual Reality (VR) systems have the potential to enhance training and learning experiences by dynamically responding to users’ cognitive states. This research investigates how eye tracking and heart rate variability (HRV) can be used to detect cognitive load and stress in VR environments, enabling real-time adaptation. The study follows a three-phase approach: (1) conducting a user study with the Stroop task to label cognitive load data and train machine learning models to detect high cognitive load, (2) fine-tuning these models with new users and integrating them into an adaptive VR system that dynamically adjusts training difficulty based on physiological signals, and (3) developing a privacy-aware approach to detect high cognitive load and compare this with the adaptive VR in Phase two. This research contributes to affective computing and adaptive VR using physiological sensing, with applications in education, training, and healthcare. Future work will explore scalability, real-time inference optimization, and ethical considerations in physiological adaptive VR.","2025","2025-11-07 06:52:40","2025-11-07 06:52:40","","419–423","","","","","","","UMAP '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Virtual Reality; Adaptation; Machine Learning; Physiological Sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JGG2B7K","conferencePaper","2024","Kamińska, Dorota; Zwoliński, Grzegorz; Merecz-Kot, Dorota","Virtual Reality as an Automated Stress-Reduction Therapy Tool - Case Study on War Refugees","Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","979-8-4007-0331-7","","10.1145/3613905.3637139","https://doi.org/10.1145/3613905.3637139","This case study presents research and reflections concerning Virtual Reality (VR) as an automated stress-reduction therapy tool. The study coincided with the outbreak of war in the Ukraine, thus the software was tailored to reduce the acute stress of refugees. We created a relaxation training program in a virtual, pleasant environment in the form of a comfortable mountain apartment. The pilot programme was conducted on the group of 55 Ukrainian refugees participating in up to five therapeutic sessions. The system effectiveness was evaluated by a set of sensors collecting objective physiological measures such as GSR (galvanic skin resistance) and EEG (electroencephalography). Before and after each session, the volunteers filled in questionnaires regarding their current stress level and mood, and that subjective data was juxtaposed with objective data from the sensors. In this work, we present our experience, insights and hope to inspire researchers and practitioners to explore the opportunities given by VR-supported therapy.","2024","2025-11-07 06:52:40","2025-11-07 06:52:40","","","","","","","","","CHI EA '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Honolulu, HI, USA","","","","virtual reality; stress reduction; affective computing; bilateral stimulation; refugees; relaxation techniques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V77GAIZA","conferencePaper","2023","Chandra, Shilpa; Chand, Kulbhushan; Dutt, Varun","Impact of Indian Classical Raga in Immersive Environments on Human Psycho-physiological Parameters","Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments","979-8-4007-0069-9","","10.1145/3594806.3596555","https://doi.org/10.1145/3594806.3596555","Background: Indian classical music is categorized structurally and combinational and may benefit mental health. However, the psychological and physiological consequences of auditory stimuli like the Indian Classical ragas (a type of music) are less well known. Aim &amp; Objective: To address the literature gap, this study aims to find the relaxation effects of classical Raga (Raga Bhairavi) in an immersive environment. Method: A within-group design study was performed with 22 participants following three interventions in the following order: Relaxed-baseline (paced breathing), Stress-baseline (using a mental arithmetic exam), and VR Raga (listening to classical music in an immersive environment). On the first day, all three interventions were delivered in order, while for the next six days, the Raga intervention was delivered only in virtual reality (VR) simulation. The participant's heart rate variability (HRV) was recorded during the intervention on the first and sixth days. Also, the Depression, Anxiety, and Stress Scale-21 (DASS-21) questionnaire was executed at the study's start (first day) and end (sixth day), respectively. Result: After six days of VR-based Raga intervention, the participants showed a significant reduction in the DASS-21 scores for stress, anxiety, and depression and significant improvement in the RR triangular index and reduction in the respiratory rate. We discuss how Raga interventions in VR could provide a conducive method for managing stress, anxiety, and depression.","2023","2025-11-07 06:52:40","2025-11-07 06:52:40","","746–753","","","","","","","PETRA '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Corfu, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q665TX7S","conferencePaper","2020","De Asis, Karlo Miguel R.; Guillem, Ethan Jeriko P.; Reyes, Francesca Angela M.; Samonte, Mary Jane C.","Serenity: A Stress-Relieving Virtual Reality Application based on Philippine Environmental Variables","Proceedings of the 6th International Conference on Frontiers of Educational Technologies","978-1-4503-7533-7","","10.1145/3404709.3404745","https://doi.org/10.1145/3404709.3404745","Stress has become more prevalent among college students since the advent of the Internet, where many suffer due to information overload. This has become a major problem as too much stress can lead to anxiety, lack of motivation, irritability, and depression. This study aim to develop a virtual reality in mobile application that can be used to reduce concurrent stress among class students. The design of the virtual reality applications provides target users an immersive, virtual environment that can help promote relaxation to minimize and alter stressful activities and environment. This developed application named ""Serenity"", was designed to cater to Filipino college students. The application utilizes Philippine-based geographical sceneries and locations that brings calm and harmony to one's experience in a virtual world. The design of the system applied the concept of a traveler in a role playing game who visits vacation spots in various settings, which includes night and day situations. Readings from the galvanic skin response sensor and oximeter will be recorded throughout the experiment to determine subject response towards the use of the virtual reality system. The application was tested on students that were classified into three different stress groups: low stress, moderate stress, and high stress. The developed virtual reality system is fully functional and meets the requirements set by its intended users.","2020","2025-11-07 06:52:40","2025-11-07 06:52:40","","155–159","","","","","","","ICFET '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Tokyo, Japan","","","","Virtual Reality; Mental Health; Psychotherapy; e-Health; Stress Relief","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPABN7B5","conferencePaper","2022","Samonte, Mary Jane C.; De Asis, Karlo Miguel R.; Guillem, Ethan Jeriko P.; Reyes, Francesca Angela M.","Relieving Stress Through Psychotherapy Using Internet-of-Things and Virtual Reality Game","Proceedings of the 2022 3rd International Conference on Internet and E-Business","978-1-4503-9732-2","","10.1145/3545897.3545914","https://doi.org/10.1145/3545897.3545914","The invention of virtual reality (VR) paved the way for the development of various applications for entertainment, education, medicine, and many others. This research paper presents a therapeutic way of using virtual reality applications by immersing college students in different well-known relaxing destinations to the Philippines through an interactive and entertaining game. The developed system incorporates multimedia features such as video, audio, and animation in different levels of the game which can be utilized by eye-tracking for its controls and able to run even when offline. This study was participated by eighty-three (83) college student respondents to identify local destinations that they want to visit for relaxation. The output of this survey was incorporated in the development of game mechanics as well. The equipment used a pulse oximeter and galvanic skin response sensor attached to a smartphone and/or laptop while playing the VR game. A Perceived Stress Scale (PSS) is used to analyze the measured three-stress level groups (low, moderate, high) in the pre-test, during the test, and post-test. Data from the three-stress level group showed positive results, where skin resistance increased significantly and heart rates have also slowed on stress group participants. The ANOVA test conducted shows F value exceeded the F critical by 25.","2022","2025-11-07 06:52:40","2025-11-07 06:52:40","","111–116","","","","","","","ICIEB '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Madrid, Spain","","","","Virtual Reality; Psychotherapy; e-Health; Stress Relief; Internet-of-Things","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRXAD93M","conferencePaper","2018","Chauhan, Utkarsh; Reithinger, Norbert; Mackey, John R.","Real-time stress assessment through PPG sensor for VR biofeedback","Proceedings of the 20th International Conference on Multimodal Interaction: Adjunct","978-1-4503-6002-9","","10.1145/3281151.3281156","https://doi.org/10.1145/3281151.3281156","Existing stress measurement methods, including cortisol measurement, blood pressure monitoring, and psychometric testing, are invasive, impractical, or intermittent, limiting both clinical and biofeedback utility. Better stress measurement methods are needed for practical, widespread application. For the project ViRST, where we use a Virtual Reality (VR) environment controlled by a speech dialog system to provide chronic pain relief, we designed a novel stress biofeedback system. Our prototype employs an ear-clip Photoplethysmogram (PPG) sensor, an Arduino microcontroller, and a supervised learning algorithm. To acquire a training dataset, we ran stress induction experiments on 10 adult subjects aged 30-58 to track Heart Rate Variability (HRV) metrics and Discrete Wavelet Transform (DWT) coefficients. We trained an AdaBoost ensemble classifier to 93% 4-fold cross-validation accuracy and 93% precision. We outline future work to better suit a VR environment and facilitate additional modes of interaction by simplifying the human interface.","2018","2025-11-07 06:52:40","2025-11-07 06:52:40","","","","","","","","","ICMI '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Boulder, Colorado","","","","virtual reality; digital signal processing; heart rate variability; machine learning; photoplethysmography; stress measurement; wavelet transform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX9KEZQI","conferencePaper","2024","Sehrt, Jessica; Yilmaz, Ugur; Kosch, Thomas; Schwind, Valentin","Closing the Loop: The Effects of Biofeedback Awareness on Physiological Stress Response Using Electrodermal Activity in Virtual Reality","Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","979-8-4007-0331-7","","10.1145/3613905.3650830","https://doi.org/10.1145/3613905.3650830","This paper presents the results of a user study examining the impact of biofeedback awareness on the effectiveness of stress management, utilizing Electrodermal Activity (EDA) as the primary metric within an immersive Virtual Reality (VR). Employing a between-subjects design (N=30), we probed whether informing individuals of their capacity to manipulate the VR environment’s weather impacts their physiological stress responses. Our results indicate lower EDA levels of participants who were informed of their biofeedback control than those participants who were not informed about their biofeedback control. Interestingly, the participants who were informed about the control over the environment also manifested variations in their EDA responses. Participants who were not informed of their ability to control the weather showed decreased EDA measures until the end of the biofeedback phase. This study enhances our comprehension of the significance of awareness in biofeedback in immersive settings and its potential to augment stress management techniques.","2024","2025-11-07 06:52:40","2025-11-07 06:52:40","","","","","","","","","CHI EA '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Honolulu, HI, USA","","","","Virtual Reality; Stress; Awareness; Biofeedback; Electrodermal Activity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MYNB2EP","conferencePaper","2021","Mevlevioğlu, Deniz; Murphy, David; Tabirca, Sabin","Visual Respiratory Feedback in Virtual Reality Exposure Therapy: A Pilot Study","Proceedings of the 2021 ACM International Conference on Interactive Media Experiences","978-1-4503-8389-9","","10.1145/3452918.3458799","https://doi.org/10.1145/3452918.3458799","As the use of Virtual Reality (VR) expands across fields, new kinds of interaction methods are introduced. This study presents the Visual Heights VR experience that integrates natural breathing as an input method to provide visual respiratory feedback. Incorporating spatial audio, haptic feedback and breath visualisation, the experience aims to be highly immersive. This experience was made to be used as part of a controlled pilot study to see the effect of respiratory feedback on the user’s anxiety levels. The user’s anxiety is assessed by their heart rate, brain electrical activity, skin conductance and respiratory rate. These biosignals are recorded within the experience; captured by external hardware. The pieces of hardware used were Galvanic Skin Response to measure skin conductance, photoplethysmogram to measure heart rate; Electroencephalogram to measure the electrical activity in the brain, and a prototype device that records airflow on an axis from -1 to 1 for respiratory rate. It was found that the aforementioned prototype was not sufficient for calculating the respiratory rate. Results of the controlled study showed that the Visual Heights VR experience delivered the expected positive correlation between skin conductance and perceived height (r=.491, p &lt; .05, N=1543) which suggests it is plausible to be used as a material for further research. As the integration of user’s physiological signals and breathing for visual feedback can contribute to therapeutic uses of VR, research with bigger sample sizes will be conducted to better investigate the relationship between visual respiratory feedback and anxiety using the Visual Heights VR experience.","2021","2025-11-07 06:52:40","2025-11-07 06:52:40","","1–6","","","","","","","IMX '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, USA","","","","VR; anxiety; biosensors; biosignals; EEG; exposure therapy; GSR; PPG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFY5XDCM","conferencePaper","2025","Yang, Hangcheng; Chan, Yuan-An; Yu, Bin; Hung, Yi-Ping; Markopoulos, Panos; Liang, Rong-Hao","MindFlow: Breathing-Integrated Progressive Muscle Relaxation with a Full-Body Self-Avatar in Virtual Reality","Proceedings of the 2025 ACM Designing Interactive Systems Conference","979-8-4007-1485-6","","10.1145/3715336.3735713","https://doi.org/10.1145/3715336.3735713","Breathing exercises and Progressive Muscle Relaxation (PMR) have complementary effects, making their integration a common practice among relaxation techniques. While numerous virtual reality (VR) exercises support breathing exercises in self-training, integrating breathing support into PMR in VR presents challenges, including maintaining the user’s sense of presence and ensuring the effectiveness of breathing guidance. In this paper, we present MindFlow, a system design that combines breathing biofeedback with a full-body self-avatar, using mindfulness-based principles to provide effective, breathing-integrated PMR guidance in VR. The system demonstrates effectiveness in enhancing relaxation and reducing anxiety in novice users, based on empirical results from a 24-participant user study, offering generalizable insights for the design of embodied mindfulness systems and further research on mindfulness support in virtual and mixed reality.","2025","2025-11-07 06:52:40","2025-11-07 06:52:40","","1658–1673","","","","","","","DIS '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Virtual Reality; Embodied Interaction; Mindfulness; Progressive Muscle Relaxation; User Experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
